2021-11-30 16:39:02.501683,176,66,208
2021-11-30 17:02:30.990538,176,63,211
2021-11-30 17:17:03.471069,178,65,207
2021-11-30 17:32:59.602997,192,73,185
2021-11-30 17:54:34.398927,190,70,190
2021-11-30 18:10:47.969711,192,72,186
2021-11-30 18:27:46.438767,193,69,188
2021-11-30 18:37:45.495362,192,71,187
2021-11-30 18:43:22.094642,193,69,188
2021-11-30 18:57:38.710162,195,69,186
2021-11-30 19:12:00.110947,194,68,188
2021-11-30 19:38:25.822190,190,71,189
2021-11-30 21:21:56.310789,194,70,186
2021-11-30 21:39:04.773958,192,72,186
2021-12-01 07:07:57.704381,158,77,215
2021-12-01 08:45:33.461926,156,76,218
2021-12-01 09:27:53.041731,162,75,213
2021-12-01 10:08:27.561016,159,79,212
2021-12-01 10:51:51.355086,164,74,212
2021-12-01 12:40:15.014859,164,75,211
2021-12-01 13:15:45.439216,163,74,213
2021-12-01 13:58:36.611512,156,75,219
2021-12-01 15:35:32.290804,159,73,218
2021-12-01 16:09:14.463645,162,74,214
2021-12-01 16:36:08.415730,159,75,216
2021-12-01 16:56:26.529543,158,78,214
2021-12-01 17:20:02.871116,160,75,215
2021-12-01 17:35:03.459489,160,74,216
2021-12-01 17:51:09.453419,159,72,219
2021-12-01 18:44:36.244316,161,72,217
2021-12-01 19:04:16.499992,162,73,215
2021-12-01 19:23:39.636616,163,73,214
2021-12-01 20:04:20.843979,158,73,219
2021-12-01 20:32:28.557006,157,76,217
2021-12-01 21:15:46.339314,161,74,215
2021-12-01 21:39:19.371693,162,72,216
2021-12-01 22:11:15.684314,161,75,214
2021-12-02 06:41:57.881705,182,97,171
2021-12-02 07:23:54.656714,165,83,202
2021-12-02 08:33:16.474037,163,84,203
2021-12-02 09:02:40.080815,168,83,199
2021-12-02 09:19:42.173310,163,85,202
2021-12-02 09:46:25.279694,161,83,206
2021-12-02 10:23:10.334451,166,82,202
2021-12-02 11:11:32.541141,168,70,212
2021-12-02 11:25:20.529927,171,70,209
2021-12-02 12:03:34.265259,167,74,209
2021-12-02 12:32:24.127318,166,71,213
2021-12-02 13:38:53.162887,170,72,208
2021-12-02 14:14:07.712423,170,71,209
2021-12-02 14:48:52.171004,169,71,210
2021-12-02 15:21:37.670033,165,71,214
2021-12-02 15:52:05.395518,171,71,208
2021-12-02 16:29:10.635501,167,74,209
2021-12-02 17:26:14.077829,169,71,210
2021-12-02 17:44:51.784545,167,73,210
2021-12-02 18:04:43.499251,167,75,208
2021-12-02 18:48:08.840872,166,72,212
2021-12-02 19:08:39.908564,167,74,209
2021-12-02 19:42:45.834845,166,76,208
2021-12-02 22:44:03.285933,171,99,180
2021-12-02 23:10:40.343983,171,100,179
2021-12-03 06:47:30.934770,145,54,251
2021-12-03 07:10:39.480124,149,52,249
2021-12-03 08:22:07.424044,134,54,262
2021-12-03 08:43:44.462260,136,55,259
2021-12-03 09:14:42.298646,132,57,261
2021-12-03 09:52:55.457959,134,54,262
2021-12-03 11:28:49.931061,144,54,252
2021-12-03 11:38:32.140089,141,56,253
2021-12-03 12:13:21.613128,140,57,253
2021-12-03 12:42:15.469935,140,53,257
2021-12-03 13:30:40.282292,139,55,256
2021-12-03 14:50:25.967764,142,54,254
2021-12-03 15:41:31.026313,135,53,262
2021-12-03 23:01:17.922526,188,84,178
2021-12-03 23:31:14.267489,139,54,257
2021-12-04 07:01:55.215165,169,89,192
2021-12-04 07:49:02.493465,166,92,192
2021-12-04 08:24:15.982160,169,93,188
2021-12-04 08:44:19.435906,168,91,191
2021-12-04 09:12:26.651302,169,93,188
2021-12-04 09:54:26.302207,169,89,192
2021-12-04 10:30:00.904744,172,90,188
2021-12-04 10:51:35.202713,168,92,190
2021-12-04 11:34:43.101090,168,91,191
2021-12-04 12:12:12.970606,166,91,193
2021-12-04 12:45:39.994036,167,91,192
2021-12-04 13:48:00.116246,155,93,202
2021-12-04 15:33:58.306847,157,94,199
2021-12-04 16:12:34.352389,154,96,200
2021-12-04 17:10:03.961268,154,95,201
2021-12-04 22:31:58.508371,157,98,195
2021-12-04 23:01:15.669915,161,96,193
2021-12-05 06:46:37.618431,132,66,252
2021-12-05 07:44:35.701556,131,70,249
2021-12-05 08:27:13.338895,126,69,255
2021-12-05 09:33:12.506126,127,69,254
2021-12-05 10:07:46.531391,130,68,252
2021-12-05 12:40:46.728942,175,98,177
2021-12-05 13:14:20.728691,175,98,177
2021-12-05 19:44:56.882385,180,94,176
2021-12-05 20:12:14.404851,178,98,174
2021-12-05 21:41:35.871344,177,97,176
2021-12-05 22:03:18.417869,176,98,176
2021-12-06 07:36:32.904681,178,96,176
2021-12-06 09:05:10.429588,175,95,180
2021-12-06 09:43:55.261790,177,96,177
2021-12-06 10:02:51.027004,177,95,178
2021-12-06 10:52:49.212821,175,100,175
2021-12-06 11:24:29.847194,177,94,179
2021-12-06 12:28:16.063632,178,96,176
2021-12-06 13:18:37.804082,182,95,173
2021-12-06 14:40:16.094213,179,96,175
2021-12-06 15:34:11.747722,181,95,174
2021-12-06 16:46:32.641476,181,96,173
2021-12-06 17:07:22.888035,177,95,178
2021-12-06 17:53:46.465497,178,96,176
2021-12-06 18:18:19.727208,175,96,179
2021-12-06 21:32:35.615241,177,98,175
2021-12-06 22:12:47.935480,177,97,176
2021-12-07 06:45:27.418487,133,67,250
2021-12-07 07:21:29.548675,131,70,249
2021-12-07 08:37:34.001200,141,70,239
2021-12-07 09:06:19.716915,149,133,168
2021-12-07 09:21:12.638291,147,132,171
2021-12-07 10:11:28.987269,151,132,167
2021-12-07 10:53:21.890614,151,135,164
2021-12-07 11:08:00.829053,150,131,169
2021-12-07 12:34:03.382747,151,132,167
2021-12-07 13:03:45.804275,150,131,169
2021-12-07 13:42:55.730562,146,132,172
2021-12-07 14:04:10.229035,148,132,170
2021-12-07 14:38:52.802705,149,132,169
2021-12-07 15:17:21.984221,149,132,169
2021-12-07 16:14:42.135383,152,131,167
2021-12-07 17:01:46.403709,150,133,167
2021-12-07 18:20:59.944284,153,131,166
2021-12-07 18:50:39.198090,153,131,166
2021-12-07 20:11:03.782928,150,134,166
