2021-11-30 16:40:15.019947,190,54,206
2021-11-30 17:02:00.890303,193,52,205
2021-11-30 17:17:29.758305,187,53,210
2021-11-30 17:32:32.258303,186,57,207
2021-11-30 17:55:34.556418,188,52,210
2021-11-30 18:10:24.136914,188,54,208
2021-11-30 18:28:11.487694,191,51,208
2021-11-30 18:37:22.350132,187,56,207
2021-11-30 18:43:47.977029,188,58,204
2021-11-30 18:57:16.097116,189,53,208
2021-11-30 19:12:26.914508,189,53,208
2021-11-30 19:37:58.485332,188,55,207
2021-11-30 21:22:24.585232,186,52,212
2021-11-30 21:38:36.560050,192,53,205
2021-12-01 07:08:23.596549,190,57,203
2021-12-01 08:45:03.508986,152,58,240
2021-12-01 09:28:24.168543,155,56,239
2021-12-01 10:08:01.109683,153,56,241
2021-12-01 10:52:18.279250,154,59,237
2021-12-01 12:39:50.464310,156,56,238
2021-12-01 13:16:11.715209,156,55,239
2021-12-01 13:58:12.907453,181,52,217
2021-12-01 15:36:04.885034,185,53,212
2021-12-01 16:08:33.995412,184,51,215
2021-12-01 16:36:49.690809,184,53,213
2021-12-01 16:55:57.321314,181,54,215
2021-12-01 17:20:28.495958,184,53,213
2021-12-01 17:34:34.725489,181,56,213
2021-12-01 17:51:35.837027,185,51,214
2021-12-01 18:44:11.271983,162,70,218
2021-12-01 19:04:39.043008,162,71,217
2021-12-01 19:23:13.933271,182,53,215
2021-12-01 20:04:45.473353,181,53,216
2021-12-01 20:32:05.958647,181,52,217
2021-12-01 21:16:15.587613,163,72,215
2021-12-01 21:38:44.974752,181,54,215
2021-12-01 22:11:56.604028,181,54,215
2021-12-02 06:41:28.729746,182,53,215
2021-12-02 07:24:18.889438,183,75,192
2021-12-02 08:32:30.811324,182,76,192
2021-12-02 09:03:48.499250,181,76,193
2021-12-02 09:19:18.239250,182,75,193
2021-12-02 09:46:51.614310,155,51,244
2021-12-02 10:22:42.684853,154,51,245
2021-12-02 11:10:59.390591,152,52,246
2021-12-02 11:25:44.258439,159,50,241
2021-12-02 12:02:59.243137,156,50,244
2021-12-02 12:32:50.415034,157,51,242
2021-12-02 13:38:28.359612,158,52,240
2021-12-02 14:14:31.539430,154,53,243
2021-12-02 14:48:20.072413,157,54,239
2021-12-02 15:22:20.817740,154,51,245
2021-12-02 15:51:37.320456,155,50,245
2021-12-02 16:29:32.758953,156,54,240
2021-12-02 17:25:48.534660,156,53,241
2021-12-02 17:45:15.206513,155,52,243
2021-12-02 18:04:20.516459,156,53,241
2021-12-02 18:48:33.659869,157,52,241
2021-12-02 19:08:10.464721,157,52,241
2021-12-02 19:43:10.985174,157,50,243
2021-12-02 22:43:38.322644,153,51,246
2021-12-02 23:11:07.143321,154,55,241
2021-12-03 06:47:08.327349,151,58,241
2021-12-03 07:11:04.685254,151,59,240
2021-12-03 08:21:38.187441,154,59,237
2021-12-03 08:44:13.591855,151,59,240
2021-12-03 09:14:19.401982,156,59,235
2021-12-03 09:53:25.912308,153,59,238
2021-12-03 11:28:25.415296,151,63,236
2021-12-03 11:38:54.710972,154,59,237
2021-12-03 12:12:49.053008,151,60,239
2021-12-03 12:42:40.923816,151,60,239
2021-12-03 13:30:17.703225,152,60,238
2021-12-03 14:50:50.311587,154,62,234
2021-12-03 15:41:05.609465,150,61,239
2021-12-03 23:01:40.273650,161,67,222
2021-12-03 23:30:50.388632,162,68,220
2021-12-04 07:02:21.468603,152,72,226
2021-12-04 07:48:41.958898,151,71,228
2021-12-04 08:24:38.512926,153,69,228
2021-12-04 08:43:53.541662,153,72,225
2021-12-04 09:12:54.131876,151,74,225
2021-12-04 09:53:59.380242,154,69,227
2021-12-04 10:30:25.389258,152,70,228
2021-12-04 10:51:12.614732,152,72,226
2021-12-04 11:35:05.220384,156,70,224
2021-12-04 12:11:49.205411,156,70,224
2021-12-04 12:46:02.089442,153,71,226
2021-12-04 13:47:33.530213,154,73,223
2021-12-04 15:34:19.217407,149,72,229
2021-12-04 16:12:13.594685,151,70,229
2021-12-04 17:10:30.164888,152,70,228
2021-12-04 22:31:36.798398,154,73,223
2021-12-04 23:01:43.314205,172,77,201
2021-12-05 06:45:54.158032,171,58,221
2021-12-05 07:44:59.321165,171,60,219
2021-12-05 08:26:50.904485,175,59,216
2021-12-05 09:33:33.326973,170,59,221
2021-12-05 10:07:21.284743,173,62,215
2021-12-05 12:41:19.480261,170,59,221
2021-12-05 13:13:56.586200,170,57,223
2021-12-05 19:45:26.663431,161,58,231
2021-12-05 20:11:42.704223,164,60,226
2021-12-05 21:42:05.955323,154,74,222
2021-12-05 22:02:52.987696,155,73,222
2021-12-06 07:37:17.150731,151,75,224
2021-12-06 09:04:43.179166,155,72,223
2021-12-06 09:44:16.125596,154,73,223
2021-12-06 10:53:14.627344,234,56,160
2021-12-06 11:24:01.755129,232,57,161
2021-12-06 12:28:42.941102,230,59,161
2021-12-06 13:18:15.100904,235,59,156
2021-12-06 14:40:39.942262,233,58,159
2021-12-06 15:33:48.639059,232,61,157
2021-12-06 16:46:53.585045,149,81,220
2021-12-06 17:07:00.970461,150,80,220
2021-12-06 17:54:07.364918,152,83,215
2021-12-06 18:17:52.475742,152,80,218
2021-12-06 21:32:58.085418,152,79,219
2021-12-06 22:12:25.395254,150,82,218
2021-12-07 06:47:00.714760,138,61,251
2021-12-07 07:21:05.703776,135,68,247
2021-12-07 08:38:00.611468,137,62,251
2021-12-07 09:05:52.677647,139,62,249
2021-12-07 09:21:39.828747,141,63,246
2021-12-07 10:10:53.305219,140,63,247
2021-12-07 10:53:46.726967,143,61,246
2021-12-07 11:07:30.460750,138,64,248
2021-12-07 12:34:40.981197,140,63,247
2021-12-07 13:03:17.288548,138,65,247
2021-12-07 13:43:20.013005,140,62,248
2021-12-07 14:03:46.452777,136,64,250
2021-12-07 14:39:21.893360,135,64,251
2021-12-07 15:16:40.975850,148,66,236
2021-12-07 16:15:05.122759,149,67,234
2021-12-07 17:01:01.139042,155,63,232
2021-12-07 18:21:23.451865,149,63,238
2021-12-07 18:50:12.924583,149,66,235
2021-12-07 20:11:27.717103,151,64,235
2021-12-07 21:07:17.113677,149,63,238
2021-12-07 22:27:30.117468,150,67,233
2021-12-08 06:35:21.577443,201,49,200
2021-12-08 07:29:38.068371,200,50,200
2021-12-08 08:47:18.516357,200,50,200
2021-12-08 09:28:30.271541,201,47,202
2021-12-08 10:05:19.609290,200,38,212
2021-12-08 10:48:16.339980,201,35,214
2021-12-08 11:01:02.347474,200,35,215
2021-12-08 11:30:31.798787,200,36,214
2021-12-08 12:07:50.468701,198,37,215
2021-12-08 13:01:19.085110,198,35,217
2021-12-08 13:42:59.205556,204,35,211
2021-12-08 14:30:33.344703,197,36,217
2021-12-08 15:10:29.420277,197,39,214
2021-12-08 16:10:44.563655,196,38,216
2021-12-08 17:22:56.609688,204,51,195
2021-12-08 18:13:43.772146,204,50,196
2021-12-08 19:21:12.490783,205,52,193
2021-12-08 19:55:06.363152,201,51,198
2021-12-08 20:11:55.475559,205,50,195
2021-12-08 21:21:36.297318,205,51,194
2021-12-08 22:02:09.053276,203,50,197
2021-12-09 05:26:04.816861,205,52,193
2021-12-09 06:40:58.887609,205,50,195
2021-12-09 07:53:44.598655,216,49,185
2021-12-09 08:41:56.207291,195,69,186
2021-12-09 09:47:56.554643,193,69,188
2021-12-09 10:01:05.958648,195,68,187
2021-12-09 10:54:30.526698,193,69,188
2021-12-09 11:21:41.427057,190,68,192
2021-12-09 12:53:04.620689,186,48,216
2021-12-09 13:29:08.341055,184,47,219
2021-12-09 14:15:51.546674,184,47,219
2021-12-09 15:08:03.609428,185,46,219
2021-12-09 15:42:58.752147,184,47,219
2021-12-09 16:01:04.159170,190,46,214
2021-12-09 17:17:42.971724,183,47,220
2021-12-09 21:45:59.146739,185,47,218
2021-12-09 22:50:57.409013,185,48,217
2021-12-10 06:09:23.681619,182,48,220
2021-12-10 07:38:32.068315,187,47,216
2021-12-10 09:29:23.905921,184,48,218
2021-12-10 11:20:51.166619,150,79,221
2021-12-10 12:25:41.975010,151,80,219
date,pos,neg,neut
2021-12-10 13:11:19.356933,147,79,224
date,pos,neg,neut
2021-12-10 14:02:46.092771,150,80,220
date,pos,neg,neut
2021-12-10 15:32:55.082374,160,65,225
date,pos,neg,neut
2021-12-10 16:11:23.213983,159,63,228
date,pos,neg,neut
2021-12-10 17:34:58.517103,156,66,228
date,pos,neg,neut
2021-12-10 21:18:04.860630,158,65,227
date,pos,neg,neut
2021-12-11 07:23:35.945438,151,41,258
date,pos,neg,neut
2021-12-11 08:16:46.880791,152,41,257
date,pos,neg,neut
2021-12-11 09:10:54.213689,148,44,258
date,pos,neg,neut
2021-12-11 11:19:09.918016,150,43,257
date,pos,neg,neut
2021-12-11 12:01:43.324182,123,55,272
2021-12-11 14:31:24.992134,128,54,268
2021-12-11 14:31:50.519224,153,78,219
2021-12-11 15:58:56.292678,128,55,267
2021-12-11 16:27:22.990909,130,53,267
2021-12-11 17:13:52.495181,134,56,269
2021-12-11 18:19:41.800025,126,56,268
2021-12-11 19:25:25.296434,127,56,267
2021-12-11 20:04:06.205891,130,55,265
2021-12-11 21:58:25.477190,131,53,266
2021-12-11 22:25:12.022667,130,54,266
2021-12-12 07:46:46.219643,128,55,267
2021-12-12 08:16:43.054711,127,55,268
2021-12-12 09:06:05.180098,174,55,221
2021-12-12 11:38:34.375409,170,57,223
2021-12-12 12:23:13.113003,172,57,221
2021-12-12 13:07:11.392826,173,57,220
2021-12-12 15:43:00.720866,174,57,219
2021-12-12 18:28:21.650023,172,56,222
2021-12-12 19:31:54.745656,170,57,223
2021-12-12 20:11:10.958334,173,57,220
2021-12-12 21:06:28.681687,173,57,220
2021-12-12 22:00:19.288243,169,58,223
2021-12-13 06:41:48.676991,164,53,233
2021-12-13 07:38:33.745048,165,55,230
2021-12-13 07:39:00.550580,144,136,170
2021-12-13 08:39:09.564321,146,133,171
2021-12-13 08:39:48.150479,172,92,186
2021-12-13 09:17:32.682074,170,93,187
2021-12-13 10:11:34.671482,185,60,205
2021-12-13 11:49:17.205848,185,60,205
2021-12-13 12:32:31.100454,186,60,204
2021-12-13 13:44:00.631162,186,61,203
2021-12-13 14:04:01.176260,187,61,202
2021-12-13 15:23:14.866829,141,50,259
2021-12-13 16:02:15.175709,144,50,256
2021-12-13 22:47:11.084334,157,59,234
2021-12-13 23:15:13.958269,154,59,237
2021-12-14 06:29:31.049897,156,61,233
2021-12-14 07:41:36.647171,151,61,238
2021-12-14 09:00:48.456997,154,59,237
2021-12-14 10:44:31.338120,185,63,202
2021-12-14 11:22:45.957807,181,65,204
2021-12-14 12:54:03.466809,172,65,213
2021-12-14 13:32:38.289934,169,66,215
2021-12-14 14:03:49.799983,170,64,216
2021-12-14 15:03:52.941861,174,63,213
